,Target,Preds
266,-5.3307133,-5.113747
267,-7.2817707,-7.132304
268,-6.77836,-6.8117695
269,-6.729379,-6.721775
270,-6.5960436,-6.6189203
271,-6.865436,-6.944179
272,-5.2980595,-5.0005693
273,-7.2219057,-7.093047
274,-6.3701887,-6.349285
275,-6.789244,-6.744687
276,-7.485856,-7.284298
277,-7.8804216,-7.6226583
278,-6.8082924,-6.8035746
279,-6.4436593,-6.4107995
280,-6.628697,-6.682746
281,-5.363367,-5.3352046
282,-7.44776,-7.2388163
283,-8.626014,-8.204051
284,-6.5280147,-6.597558
285,-6.1715455,-6.1021647
286,-7.0096564,-6.9149528
287,-6.840946,-6.8050694
288,-8.743023,-8.370449
289,-4.851793,-4.667016
290,-6.005556,-5.7890224
291,-5.3742514,-5.243681
292,-7.6926627,-7.347004
293,-7.270886,-7.0867996
294,-4.8109756,-4.780462
295,-6.498082,-6.435187
296,-7.053195,-6.979126
297,-7.096733,-7.011478
298,-6.185151,-6.4232135
299,-7.2219057,-7.0771728
300,-6.794687,-6.739438
301,-5.3932996,-5.1893134
302,-6.8518305,-6.78495
303,-6.2695065,-6.282871
304,-6.9497914,-6.768389
305,-7.63824,-7.315585
306,-6.4409385,-6.64584
307,-6.996051,-6.8888054
308,-7.325309,-7.2030535
309,-4.862677,-4.6238203
310,-5.8422875,-5.723331
311,-6.7348213,-6.6661973
312,-6.82734,-6.873657
313,-7.053195,-6.9826994
314,-6.590601,-6.6155224
315,-7.0613585,-6.9481134
316,-6.977003,-6.949836
317,-6.941628,-6.730802
318,-6.4844766,-6.5220447
319,-7.5674906,-7.2992477
320,-7.0776854,-7.026638
321,-6.70761,-6.6749945
322,-6.0926323,-6.047662
323,-6.925301,-6.758623
324,-7.249117,-7.23927
325,-6.508967,-6.722162
326,-5.031388,-4.9046326
327,-6.8300614,-6.780455
328,-6.049094,-6.1357393
329,-6.389237,-6.4813895
330,-7.1103387,-7.09579
331,-6.6967254,-6.693166
332,-7.9756613,-7.7830133
333,-6.7538695,-6.7987595
334,-6.5552263,-6.5357857
335,-5.300781,-5.1545677
336,-6.688562,-6.790082
337,-6.843667,-6.8355985
338,-6.1905937,-6.1449814
339,-6.7130523,-6.7184267
340,-6.9688396,-6.94817
341,-7.0858483,-7.063199
342,-6.99333,-6.9995418
343,-7.2355113,-7.086668
344,-6.536178,-6.5988674
345,-7.368847,-7.1734157
346,-6.503525,-6.5372
347,-6.5443416,-6.456567
348,-7.3742895,-7.2578635
349,-7.227348,-7.095817
350,-4.936148,-4.7224245
351,-8.294035,-7.9154053
352,-6.849109,-6.823197
353,-6.9661183,-6.976278
354,-5.050436,-4.8014107
355,-6.5960436,-6.65671
356,-7.673615,-7.587459
357,-7.0994544,-6.9827623
358,-7.385174,-7.276771
359,-6.729379,-6.7111692
360,-7.9212384,-7.6555114
361,-7.1048965,-7.243414
362,-6.628697,-6.654348
363,-5.8858256,-5.6779118
364,-5.7769804,-5.5094776
365,-6.8627152,-6.815695
366,-6.4463806,-6.589044
367,-6.0953536,-6.143113
368,-5.869499,-5.8195004
369,-7.3008184,-7.092853
370,-6.900811,-6.8216486
371,-5.034109,-4.741949
372,-6.255901,-6.200431
373,-6.609649,-6.579184
374,-7.9375653,-7.73995
375,-7.368847,-7.2162323
376,-7.0014935,-6.9802146
377,-8.533495,-8.357305
378,-7.0776854,-7.175944
379,-7.7634125,-7.7168565
380,-6.936186,-6.909561
381,-11.6628065,-11.098066
382,-7.145714,-7.0418916
383,-7.8994694,-7.631209
384,-8.128045,-7.8148646
385,-6.4572654,-6.46709
386,-6.508967,-6.5597677
387,-7.211021,-7.187908
388,-6.08719,-6.3700066
389,-7.036868,-7.0407143
390,-7.289934,-7.1232815
391,-6.8082924,-6.904734
392,-6.3974,-6.639379
393,-6.8627152,-6.939818
394,-4.879004,-4.7660456
395,-7.3361936,-7.4188714
396,-7.2137423,-7.119775
397,-7.031426,-7.152169
398,-6.432775,-6.495688
399,-7.1538773,-7.106957
400,-6.6776776,-6.6819267
401,-6.7130523,-6.762818
402,-6.1116805,-5.7471385
403,-6.8844843,-6.935376
404,-5.015061,-4.826957
405,-6.8463883,-6.9803843
406,-7.0722427,-6.963221
407,-6.938907,-6.9313555
408,-6.084469,-6.0136642
409,-7.1702037,-7.0978117
410,-8.215121,-7.865192
411,-8.615129,-8.413546
412,-6.61237,-6.480601
413,-7.798787,-7.605133
414,-7.0477524,-7.174261
415,-6.8137345,-6.740396
416,-6.525294,-6.579474
417,-7.1048965,-7.0053377
418,-6.4681497,-6.4200425
419,-6.6722355,-6.7033963
420,-5.9348063,-5.7140446
421,-7.2980976,-7.1188946
422,-6.503525,-6.5056305
423,-6.3620253,-6.50995
424,-6.6749563,-6.436636
425,-6.645024,-6.63106
426,-7.216463,-7.0653296
427,-6.7538695,-6.6936836
428,-7.2382326,-7.0455747
429,-5.2436366,-5.062132
430,-6.609649,-6.5838547
431,-7.8396044,-7.591668
432,-7.091291,-6.9916625
433,-7.5702114,-7.3986673
434,-7.344357,-7.21862
435,-6.571553,-6.7665844
436,-7.3008184,-7.092881
437,-8.277708,-8.033671
438,-6.764754,-6.6416736
439,-7.6518455,-7.612733
440,-7.2736073,-7.1174083
441,-7.1838098,-7.088922
442,-6.764754,-6.6416693
443,-8.876359,-8.294984
444,-7.4232697,-7.305676
445,-6.5171304,-6.4040365
446,-7.0395894,-6.9784627
447,-7.825999,-7.644055
448,-7.888585,-7.612928
449,-6.762033,-6.6485605
450,-6.258622,-6.1910787
451,-5.273569,-5.1618752
452,-8.881801,-8.813327
453,-7.156598,-7.0566673
454,-4.6531496,-4.496213
455,-7.6083074,-7.396281
456,-5.5184717,-5.2767673
457,-9.096771,-8.572144
458,-6.789244,-6.7266793
459,-5.866778,-5.575049
460,-7.134829,-7.005865
461,-7.1838098,-7.134426
462,-6.9334645,-6.914123
463,-6.688562,-6.668656
464,-7.344357,-7.1370754
465,-7.211021,-7.046125
466,-6.7919655,-6.924742
467,-6.729379,-6.799872
468,-7.091291,-6.977571
469,-6.58788,-6.571044
470,-7.602865,-7.376884
471,-6.977003,-6.903477
472,-8.128045,-7.876409
473,-6.8926477,-6.8001466
474,-7.2763286,-7.173385
475,-6.8518305,-6.827888
476,-7.194694,-7.174934
477,-6.794687,-6.804686
478,-6.2314105,-6.2293806
479,-6.9443493,-6.837881
480,-7.4559236,-7.3344383
481,-5.0966954,-4.9385138
482,-6.525294,-6.5317125
483,-6.5579476,-6.62262
484,-5.197377,-5.0496607
485,-7.7062683,-7.610539
486,-5.208262,-5.0168138
487,-8.051853,-7.9193335
488,-7.556606,-7.290098
489,-8.492678,-8.284037
490,-6.5661106,-6.609606
491,-6.854552,-6.940351
492,-6.8735995,-6.8971853
493,-6.5334573,-6.6006365
494,-6.6395817,-6.6625156
495,-6.9062533,-6.9337115
496,-6.647745,-6.614265
497,-5.7416053,-5.666125
498,-6.6940045,-6.6584463
499,-8.503563,-8.294241
500,-7.140271,-7.1579623
501,-7.559327,-7.3386927
502,-7.211021,-7.2307425
503,-7.191973,-7.1218014
504,-6.645024,-6.744445
505,-6.80285,-6.6828218
506,-6.239574,-6.24389
507,-7.3960586,-7.3165874
508,-6.7538695,-6.759748
509,-6.334814,-6.3200045
510,-8.239612,-7.95946
511,-7.600144,-7.31263
512,-6.9824452,-6.995695
513,-5.306223,-5.0643387
514,-5.2599635,-5.042171
515,-7.167483,-7.26999
516,-6.585159,-6.576207
517,-4.647707,-4.4457784
518,-6.3103237,-5.9283586
519,-7.036868,-6.983017
520,-8.375669,-8.284717
521,-6.7593117,-6.68242
522,-9.243712,-8.744791
523,-7.1538773,-7.03964
524,-6.6722355,-6.627534
525,-6.5960436,-6.7214622
526,-6.6722355,-6.6688027
527,-6.549784,-6.5177536
528,-7.031426,-6.9278336
529,-6.751148,-6.7300267
530,-6.400121,-6.3177238
531,-6.7729173,-6.7713304
532,-6.7729173,-6.735209
533,-7.227348,-7.099633
534,-6.702168,-6.6811204
535,-7.934844,-7.6922617
536,-7.0831275,-6.879732
537,-6.718495,-6.6926603
538,-7.7960663,-7.588773
539,-6.70761,-6.6420193
540,-6.82734,-6.7772717
541,-6.9525127,-7.152063
542,-5.7443266,-5.403572
543,-6.9470706,-6.9388976
544,-4.4436216,-4.2909393
545,-7.0014935,-6.972851
546,-6.122565,-6.21832
547,-5.945691,-5.7736473
548,-7.0042143,-7.0211368
549,-6.476313,-6.3717318
550,-6.8191767,-6.838185
551,-6.6341395,-6.631595
552,-8.533495,-8.432193
553,-6.8191767,-6.7192154
554,-7.1103387,-7.2066073
555,-7.964777,-7.8106365
556,-8.702206,-8.132041
557,-6.8463883,-6.8268933
558,-6.9661183,-6.872356
559,-7.292655,-7.207249
560,-6.5933223,-6.6667085
561,-6.0790267,-5.7788754
562,-6.6531873,-6.5818915
563,-6.9715605,-6.933151
564,-6.5008035,-6.6276636
565,-6.0001135,-5.7596283
566,-6.6341395,-6.489814
567,-5.308944,-5.015784
568,-6.691283,-6.807106
569,-7.270886,-7.100486
570,-6.378352,-6.829177
571,-7.265444,-7.17456
572,-6.936186,-6.773406
573,-6.5388994,-6.5862465
574,-6.5416207,-6.6486387
575,-5.602827,-5.619632
576,-7.1429925,-6.881802
577,-6.7729173,-6.7428164
578,-6.783802,-6.7276354
579,-6.7157736,-6.7004123
580,-7.63824,-7.5092115
581,-6.5008035,-6.600461
582,-6.77836,-6.696749
583,-7.2246265,-6.9924817
584,-7.420549,-7.274616
585,-6.8327827,-6.829303
586,-5.7279997,-5.641305
587,-7.118502,-6.986189
588,-7.2463956,-7.034853
589,-6.530736,-6.5147247
590,-6.9525127,-6.9326825
591,-6.702168,-6.992284
592,-6.5171304,-6.463007
593,-6.5769954,-6.5998545
594,-6.1987567,-6.191282
595,-6.99333,-6.784883
596,-7.5647693,-7.341709
597,-6.7974076,-6.702464
598,-6.574274,-6.5767183
599,-5.6817403,-5.463521
600,-6.465429,-6.5585384
601,-7.3008184,-7.1186194
602,-7.074964,-7.1230774
603,-6.6205335,-6.545885
604,-5.828682,-5.860476
605,-8.269545,-8.041712
606,-6.6994467,-6.813398
607,-7.1157813,-6.966982
608,-6.4790344,-6.684822
609,-5.828682,-5.6546683
610,-7.118502,-7.2226624
611,-7.1484346,-7.0073404
612,-6.691283,-6.6109543
613,-6.6368604,-6.522154
614,-6.168824,-6.047417
615,-8.30764,-7.925025
616,-6.525294,-6.559602
617,-6.4735923,-6.5322304
618,-6.865436,-6.858944
619,-4.7728796,-4.6884365
620,-7.1538773,-7.1392603
621,-6.6150913,-6.6468496
622,-6.6994467,-6.6763425
623,-6.5824375,-6.5528154
624,-5.2000985,-4.911632
625,-7.227348,-7.0924163
626,-6.8708787,-6.874124
627,-7.0477524,-7.177987
628,-6.631418,-6.5925593
629,-6.174267,-6.1395736
630,-8.557985,-8.39352
631,-6.843667,-6.8202624
632,-6.152498,-6.0965805
633,-6.58788,-6.452088
634,-6.6803985,-6.804268
635,-6.5416207,-6.739562
636,-7.1429925,-7.0013237
637,-6.498082,-6.5040407
638,-7.771576,-7.576479
639,-6.5443416,-6.717296
640,-8.155256,-8.025486
641,-7.3198667,-7.1193933
642,-7.102175,-7.023109
643,-6.0899115,-6.052109
644,-6.919859,-6.8361306
645,-7.464087,-7.33636
646,-6.8300614,-6.7971196
647,-6.9878874,-6.867452
648,-7.967498,-7.668481
649,-6.816456,-6.8100533
650,-6.704889,-6.6859417
651,-6.7810807,-6.7287264
652,-7.055916,-7.066799
653,-6.960676,-6.8556156
654,-6.998772,-6.9280543
655,-7.2627225,-7.2386107
656,-6.114402,-6.0718007
657,-6.508967,-6.6115913
658,-7.01782,-6.9343333
659,-6.9062533,-6.6716714
660,-7.0069356,-6.8623257
661,-6.6014857,-6.5937862
662,-6.7865233,-6.7572155
663,-7.6083074,-7.31409
664,-6.7484274,-6.6961966
665,-7.2817707,-7.1204033
666,-8.699485,-8.3400345
667,-6.8735995,-6.7184377
668,-7.7525277,-7.5414023
669,-7.5511637,-7.460977
670,-6.645024,-6.5255117
671,-6.508967,-6.5172987
672,-7.01782,-6.9611607
673,-6.547063,-6.5587363
674,-6.742985,-6.718459
675,-6.514409,-6.3997087
676,-6.549784,-6.4860725
677,-6.925301,-6.9385076
678,-7.3334723,-7.175811
679,-7.4613657,-7.2201915
680,-6.514409,-6.423586
681,-6.996051,-7.189981
682,-6.1307282,-5.7578444
683,-7.581096,-7.395936
684,-6.666793,-6.7018595
685,-6.4518228,-6.510899
686,-8.789282,-8.38814
687,-6.628697,-6.687889
688,-6.321208,-6.2505355
689,-7.1239443,-6.9215055
690,-5.093974,-4.965331
691,-6.6940045,-6.6562076
692,-6.77836,-6.675231
693,-6.5225725,-6.586817
694,-7.2382326,-7.0711756
695,-6.568832,-6.550196
696,-6.726658,-6.701334
697,-6.664072,-6.6063757
698,-5.9919505,-5.882704
699,-6.234132,-6.1305866
700,-7.251838,-7.1019692
701,-6.606928,-6.699498
702,-6.508967,-6.4848866
703,-6.8844843,-6.9364376
704,-6.865436,-6.7680774
705,-7.347078,-7.19755
706,-7.4015007,-7.1861157
707,-6.3239293,-6.2198014
708,-8.196074,-7.8750124
709,-6.8627152,-6.6869583
710,-6.3865156,-6.3517203
711,-7.7906237,-7.59193
712,-7.284492,-6.98966
713,-5.7062306,-5.873932
714,-7.0450315,-7.032539
715,-6.5606685,-6.539249
716,-6.762033,-6.6886797
717,-6.89809,-6.8282557
718,-5.8314033,-5.6615834
719,-7.058637,-7.1582913
720,-7.3634048,-7.1765265
721,-6.498082,-6.564791
722,-7.268165,-7.0976934
723,-7.545721,-7.3113685
724,-6.800129,-6.79257
725,-7.102175,-7.1654286
726,-5.017782,-4.8878694
727,-6.27767,-6.227112
728,-6.4518228,-6.425131
729,-6.7375426,-6.7009726
730,-6.767475,-6.858811
731,-7.366126,-7.095851
732,-6.925301,-6.793795
733,-7.11306,-7.2940817
734,-5.9348063,-5.7677946
735,-6.498082,-6.444015
736,-6.631418,-6.489534
737,-6.70761,-6.6454525
738,-6.881763,-6.7763724
739,-6.4790344,-6.492944
740,-7.251838,-7.107021
741,-6.6722355,-6.718571
742,-6.6722355,-6.6599116
743,-6.8300614,-6.5837703
744,-6.8844843,-6.8162465
745,-5.812355,-5.733861
746,-5.327992,-5.129158
747,-6.7130523,-6.669416
748,-6.998772,-6.945071
749,-6.838225,-6.867885
750,-4.800091,-4.7710333
751,-6.7157736,-6.774295
752,-8.549822,-8.221623
753,-6.416448,-6.473412
754,-7.1212234,-7.0074596
755,-7.3770103,-7.1881604
756,-6.7157736,-6.7631226
757,-6.6613507,-6.645414
758,-7.1620407,-7.0163116
759,-6.514409,-6.7216787
760,-7.6273556,-7.2648125
761,-7.2790494,-7.208366
762,-6.6423025,-6.721191
763,-6.3837943,-6.5045977
764,-7.0885696,-7.1842246
765,-6.4817553,-6.62278
766,-6.756591,-6.75441
767,-6.840946,-6.8024917
768,-6.7348213,-6.6475935
769,-6.6014857,-6.6968036
770,-6.9525127,-6.936492
771,-6.6341395,-6.518151
772,-7.491298,-7.244064
773,-6.470871,-6.4027185
774,-6.7729173,-6.8605447
775,-5.698067,-5.4850454
776,-6.1280074,-5.9985027
777,-8.16342,-7.9294157
778,-7.0096564,-6.966232
779,-7.1620407,-7.0998034
780,-4.6232166,-4.548177
781,-6.547063,-6.634368
782,-6.6042066,-6.5277243
783,-6.9089746,-6.811409
784,-6.4953613,-6.505283
785,-7.0014935,-6.917176
786,-7.1484346,-7.137811
787,-6.843667,-6.6934495
788,-6.3293715,-6.015736
789,-8.247775,-8.004929
790,-6.114402,-6.1000795
791,-7.8831425,-7.642267
792,-6.751148,-6.9021826
793,-6.400121,-6.3598557
794,-7.069522,-7.049376
795,-6.6994467,-6.648076
796,-8.702206,-7.91526
797,-6.3974,-6.7280354
798,-7.01782,-7.018817
799,-6.8518305,-6.805759
800,-6.223247,-6.2092485
801,-7.0232625,-6.9726734
802,-7.268165,-7.09555
803,-6.68312,-6.746495
804,-6.5797167,-6.298005
805,-6.8572726,-6.911468
806,-6.1715455,-5.9416857
807,-6.6586294,-6.6965303
808,-6.726658,-6.7061634
809,-6.103517,-6.1296825
810,-6.4218903,-6.4598985
811,-7.058637,-6.9848065
812,-7.172925,-7.131974
813,-6.416448,-6.4942307
814,-6.6776776,-6.6714845
815,-7.676336,-7.5065155
816,-6.5552263,-6.6151705
817,-6.794687,-6.8951573
818,-6.8899264,-6.8523493
819,-6.571553,-6.583633
820,-7.760691,-7.559128
821,-8.032805,-7.7668824
822,-8.011036,-7.801626
823,-6.9089746,-7.044946
824,-6.6967254,-6.7534423
825,-6.6776776,-6.6333
826,-6.449102,-6.442901
827,-6.800129,-6.774664
828,-6.99333,-6.8939476
829,-6.740264,-6.7336717
830,-7.145714,-7.1687737
831,-4.759274,-4.592129
832,-7.6300764,-7.5372486
833,-5.521193,-5.1949387
834,-6.2477374,-6.178067
835,-6.7756386,-6.7313347
836,-8.264102,-7.733789
837,-8.394717,-8.039936
838,-7.1212234,-7.100856
839,-6.394679,-6.568686
840,-4.944311,-4.7960763
841,-6.332093,-6.1803827
842,-6.628697,-6.623608
843,-7.036868,-6.943262
844,-6.438217,-6.5297875
845,-6.511688,-6.5879292
846,-6.7212157,-6.8848934
847,-6.685841,-6.6492944
848,-7.44776,-7.3328676
849,-7.4450393,-7.30455
850,-6.4844766,-6.397603
851,-6.998772,-6.888385
852,-6.5416207,-6.628006
853,-6.8082924,-6.7504597
854,-7.4940195,-7.3511753
855,-6.8844843,-6.959119
856,-6.2422953,-6.126906
857,-6.838225,-6.956573
858,-6.315766,-6.1795974
859,-7.031426,-6.9440594
860,-7.32803,-7.223684
861,-5.055878,-4.937679
862,-6.027325,-5.7698355
863,-7.540279,-7.405355
864,-6.805571,-6.8766813
865,-8.111718,-7.785637
866,-6.7375426,-6.8131514
867,-6.56339,-6.611401
868,-6.925301,-6.8808775
869,-4.4545064,-4.4395475
870,-6.751148,-6.7436404
871,-6.427333,-6.4284077
872,-5.2953386,-5.1867723
873,-6.3837943,-6.3564835
874,-6.68312,-6.8817763
875,-6.82734,-6.761256
876,-7.178367,-7.0083194
877,-6.99333,-6.8446097
878,-6.1334496,-6.1734743
879,-5.3579245,-5.4323144
880,-7.872258,-7.5321336
881,-4.7157354,-4.662427
882,-6.8300614,-6.937856
883,-4.9034944,-4.882936
884,-7.1157813,-7.168556
885,-6.756591,-6.871091
886,-7.534837,-7.4554644
887,-6.606928,-6.5836945
888,-6.6042066,-6.611001
889,-6.6749563,-6.5578103
890,-4.7293415,-4.697383
891,-7.986546,-7.7795534
892,-6.82734,-6.774509
893,-6.6178126,-6.673131
894,-6.811013,-6.7449946
895,-8.201516,-8.024372
896,-7.284492,-7.155167
897,-7.1103387,-7.028611
898,-4.873562,-4.730636
899,-6.5960436,-6.5750504
900,-6.903532,-6.8308363
901,-7.134829,-6.9116983
902,-6.7729173,-6.7654147
903,-6.6559086,-6.674438
904,-7.0722427,-7.081952
905,-6.9116955,-6.911176
906,-6.9661183,-6.922975
907,-9.806989,-9.849334
908,-5.8205185,-5.7985835
909,-6.0001135,-5.9937406
910,-7.0776854,-6.959691
911,-6.37291,-6.4219275
912,-5.3878574,-5.300632
913,-6.568832,-6.5048246
914,-7.058637,-7.0071588
915,-7.347078,-7.2249193
916,-5.7252784,-5.7185807
917,-7.483135,-7.368046
918,-6.8137345,-6.837153
919,-7.3171453,-7.166224
920,-7.2355113,-7.156494
921,-6.6341395,-6.631617
922,-6.8300614,-6.833675
923,-6.6178126,-6.697024
924,-6.196036,-6.2954984
925,-8.302198,-8.093705
926,-7.409664,-7.3099384
927,-7.3634048,-7.2737017
928,-7.5674906,-7.505591
929,-7.6083074,-7.560561
930,-6.6531873,-6.584512
931,-6.9824452,-6.9404383
932,-6.4300537,-6.441347
